Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,실제 값,예측 값
17.24,54.28,0,400,13206,20131,939.604,0.83,0.87,5.74,0.896,0.02,2237,0,0
19.964,49.78,28,400,13194,20141,939.615,1.26,1.31,8.7,1.357,0.031,2274,0,0
-5.24,51.22,371,400,13052,19899,939.275,0.36,0.37,2.46,0.383,0.009,9116,1,1
41.22,13.82,427,8452,12069,19680,930.91,1.54,1.6,10.6,1.653,0.037,496,1,1
27.81,39.21,0,400,13331,21286,937.484,1.71,1.78,11.79,1.839,0.042,3571,0,0
18.64,48.76,16,400,13140,20041,939.602,1.08,1.12,7.41,1.155,0.026,1676,0,0
-4.788,51.37,348,400,13082,19910,939.336,0.3,0.31,2.07,0.323,0.007,8516,1,1
16.905,49.75,1088,481,12858,19453,938.907,1.71,1.77,11.74,1.83,0.041,14166,1,1
8.643,65.95,75,400,13248,20139,939.694,2.58,2.69,17.79,2.774,0.063,3237,1,1
26.33,51.04,1172,432,12874,19443,938.826,1.65,1.71,11.36,1.771,0.04,15424,1,1
20.182,47.86,183,424,12775,20540,937.408,1.68,1.74,11.55,1.802,0.041,2885,0,0
54.1,12.95,2132,400,13624,20137,936.699,0.84,0.87,5.77,0.9,0.02,5474,0,0
24.85,51.91,1408,422,12951,19377,938.727,2.03,2.11,13.97,2.178,0.049,21938,1,1
26.71,48.62,1318,417,12990,19398,938.863,1.65,1.71,11.33,1.766,0.04,24976,1,1
20.23,52.69,46,400,13238,20173,939.667,2.32,2.41,15.98,2.491,0.056,4900,1,1
12.526,47.43,1170,400,12883,19438,938.753,2.09,2.17,14.37,2.24,0.051,16343,1,1
19.177,53.48,1189,400,12914,19436,938.695,1.68,1.74,11.54,1.8,0.041,18233,1,1
26.5,46.11,188,438,12765,20537,937.424,1.97,2.05,13.59,2.119,0.048,2938,0,0
-5.252,28.2,60000,14366,11165,16441,936.862,2048.04,2127.83,14095.81,2198.074,49.646,4940,0,0
15.217,52.41,88,400,13197,20089,939.653,0.96,1.0,6.6,1.03,0.023,2702,0,0
15.578,48.59,1172,483,12844,19430,938.914,1.8,1.87,12.36,1.927,0.044,14433,1,1
40.26,13.87,0,1157,12995,20639,930.91,0.97,1.01,6.7,1.045,0.024,731,1,1
-14.255,48.64,1337,400,12970,19392,938.718,1.72,1.78,11.81,1.842,0.042,22093,1,1
18.55,51.19,140,400,13160,20042,939.656,0.79,0.82,5.45,0.849,0.019,2870,0,0
20.06,54.31,244,400,13146,19962,939.684,1.41,1.47,9.72,1.516,0.034,3722,1,1
38.42,14.8,656,6476,12126,19794,930.898,2.4,2.5,16.53,2.577,0.058,682,1,1
17.48,54.01,27,400,13199,20135,939.577,1.3,1.35,8.96,1.396,0.032,2358,0,0
21.67,49.38,156,400,13174,20107,939.645,0.88,0.92,6.08,0.949,0.021,6259,1,1
-4.693,48.07,127,411,12784,20592,937.369,1.73,1.8,11.89,1.855,0.042,1940,0,0
28.82,42.11,168,433,12773,20549,937.321,1.77,1.84,12.2,1.903,0.043,2507,0,0
20.63,51.39,290,400,13122,19975,939.411,0.33,0.34,2.28,0.356,0.008,7823,1,1
18.81,53.98,334,400,13094,19930,939.402,0.25,0.26,1.74,0.271,0.006,8295,1,1
25.74,49.67,875,665,12795,19509,939.11,2.11,2.2,14.55,2.269,0.051,10476,1,1
18.1,47.76,1138,400,12907,19441,938.711,1.52,1.58,10.46,1.63,0.037,17959,1,1
18.51,56.26,244,400,13128,20023,939.576,0.36,0.37,2.48,0.387,0.009,7072,1,1
-7.718,51.25,15,400,13262,20209,939.696,2.24,2.33,15.4,2.402,0.054,4868,1,1
-7.648,26.92,60000,14534,11152,16361,936.849,6905.69,7323.3,47155.9,7589.246,311.578,4974,0,0
19.93,51.78,64,400,13207,20112,939.648,1.05,1.09,7.22,1.126,0.025,2714,0,0
19.62,56.75,244,400,13141,20027,939.504,0.39,0.4,2.65,0.414,0.009,7309,1,1
-5.146,42.31,167,448,12767,20557,937.343,1.83,1.9,12.58,1.961,0.044,2034,0,0
26.75,54.99,23,400,12948,19882,939.779,0.22,0.23,1.51,0.236,0.005,784,0,0
-14.228,48.93,1333,400,12964,19393,938.71,1.75,1.82,12.05,1.879,0.042,22091,1,1
19.326,47.28,1034,501,12847,19467,938.864,1.73,1.79,11.89,1.854,0.042,13640,1,1
24.85,52.42,1251,413,12912,19420,938.688,1.57,1.63,10.81,1.686,0.038,18821,1,1
20.572,47.56,1149,400,12924,19446,938.712,1.54,1.6,10.61,1.655,0.037,18743,1,1
-21.44,50.0,1366,406,12973,19390,938.718,1.77,1.83,12.16,1.896,0.043,22867,1,1
20.758,47.4,1203,400,12923,19428,938.719,1.6,1.66,10.99,1.715,0.039,19110,1,1
26.63,45.86,62,400,12833,20713,937.503,1.68,1.74,11.54,1.8,0.041,432,0,0
-5.165,57.31,329,400,13088,19920,939.276,0.52,0.54,3.6,0.562,0.013,8877,1,1
-18.124,53.99,1364,402,12979,19387,938.723,1.79,1.86,12.34,1.925,0.043,23753,1,1
-7.979,53.45,176,400,13162,20083,939.682,1.06,1.1,7.3,1.138,0.026,6219,1,1
22.657,51.74,22,422,12588,19664,939.802,0.39,0.88,1.48,0.99,0.474,204,0,0
-4.261,53.66,276,400,13119,19997,939.487,0.58,0.6,3.99,0.623,0.014,7462,1,1
0.823,47.83,169,433,12772,20546,937.357,1.96,2.03,13.46,2.099,0.047,2407,0,0
-6.662,47.95,1310,400,12996,19404,938.8,2.1,2.18,14.47,2.257,0.051,24319,1,1
24.0,54.7,689,704,12779,19566,939.131,2.4,2.49,16.53,2.577,0.058,9922,1,1
26.71,48.66,1097,400,12885,19455,938.789,1.79,1.86,12.32,1.921,0.043,15850,1,1
5.125,48.63,1017,650,12796,19484,939.063,2.52,2.62,17.35,2.706,0.061,10893,1,1
4.707,47.95,1333,419,12947,19387,938.699,2.01,2.09,13.85,2.16,0.049,20896,1,1
-4.794,41.93,129,406,12781,20583,937.358,1.76,1.83,12.11,1.889,0.043,1958,0,0
19.33,47.77,200,400,13135,19967,939.646,0.76,0.79,5.22,0.813,0.018,3159,0,0
24.54,53.28,1088,437,12871,19457,938.824,1.96,2.04,13.51,2.107,0.048,15235,1,1
24.58,53.27,1176,415,12881,19440,938.741,1.49,1.54,10.23,1.595,0.036,16431,1,1
-14.5,53.04,1394,411,12975,19374,938.741,1.66,1.73,11.45,1.785,0.04,23982,1,1
20.423,49.47,1191,400,12923,19438,938.679,1.58,1.64,10.86,1.694,0.038,19328,1,1
18.049,45.61,46,400,12847,20730,937.496,1.84,1.91,12.66,1.975,0.045,564,0,0
27.43,38.94,0,400,13425,21283,937.397,2.03,2.11,14.01,2.184,0.049,3706,0,0
24.83,52.32,1233,404,12923,19426,938.71,1.7,1.76,11.68,1.822,0.041,19780,1,1
-10.399,12.73,1990,400,13598,20164,936.686,0.75,0.78,5.16,0.804,0.018,5555,0,0
24.47,51.11,705,790,12737,19559,939.163,3.12,3.25,21.5,3.352,0.076,9879,1,1
19.93,53.14,131,400,13222,20077,939.666,2.42,2.51,16.63,2.594,0.059,3959,1,1
27.25,42.96,57,450,12785,20703,937.504,2.13,2.21,14.67,2.287,0.052,656,0,0
19.86,54.14,86,400,13234,20130,939.655,2.42,2.52,16.67,2.599,0.059,4438,1,1
24.51,53.02,1084,557,12829,19460,938.972,1.78,1.84,12.22,1.906,0.043,12713,1,1
29.41,40.23,62,401,12825,20703,937.511,1.99,2.07,13.69,2.134,0.048,584,0,0
17.977,47.07,1105,494,12857,19457,938.936,2.07,2.15,14.26,2.224,0.05,13947,1,1
-20.232,51.68,1423,416,12970,19375,938.701,1.91,1.98,13.11,2.045,0.046,23557,1,1
27.01,47.6,1316,411,12975,19397,938.754,2.05,2.13,14.1,2.198,0.05,22648,1,1
24.47,53.31,1163,400,12980,19438,938.731,1.7,1.76,11.68,1.822,0.041,20157,1,1
26.41,46.35,161,449,12767,20554,937.303,2.01,2.09,13.83,2.157,0.049,2519,0,0
26.83,44.93,96,444,12774,20667,937.542,1.82,1.89,12.55,1.956,0.044,780,0,0
25.232,54.79,48,400,13119,19997,939.603,0.62,0.64,4.23,0.66,0.015,1636,0,0
21.102,52.07,0,400,13200,20114,939.625,0.75,0.78,5.14,0.801,0.018,2159,0,0
27.06,47.18,1120,475,12860,19450,938.93,1.62,1.69,11.17,1.742,0.039,14424,1,1
25.55,47.52,1201,578,12816,19436,938.897,1.96,2.03,13.46,2.098,0.047,12872,1,1
13.657,46.69,73,400,13215,21080,937.037,2.0,2.07,13.73,2.142,0.048,3863,0,0
16.765,50.11,1088,400,12911,19461,938.72,1.58,1.64,10.88,1.697,0.038,17646,1,1
24.18,56.44,848,683,12784,19514,939.088,2.38,2.47,16.38,2.554,0.058,10159,1,1
26.67,48.71,1088,485,12861,19456,938.901,1.79,1.86,12.31,1.919,0.043,14049,1,1
24.71,52.67,1130,440,12871,19448,938.835,1.79,1.86,12.35,1.926,0.043,15286,1,1
24.223,50.31,13,400,12695,19745,939.799,0.07,0.1,0.45,0.106,0.024,358,0,0
6.517,47.29,1230,400,12968,19422,938.704,1.91,1.98,13.12,2.045,0.046,20782,1,1
-4.703,50.8,262,400,13121,20003,939.531,0.47,0.49,3.25,0.507,0.011,7227,1,1
24.49,53.4,1166,400,12939,19440,938.737,1.96,2.04,13.5,2.105,0.048,20209,1,1
26.65,48.74,1346,412,12959,19390,938.731,1.82,1.89,12.55,1.956,0.044,21912,1,1
26.33,50.92,1059,466,12870,19456,938.904,1.93,2.01,13.29,2.073,0.047,14224,1,1
24.65,53.09,1352,404,12975,19386,938.706,1.72,1.79,11.85,1.848,0.042,23203,1,1
21.924,49.34,8,400,13161,20053,939.645,0.84,0.87,5.76,0.898,0.02,2071,0,0
24.99,51.62,1256,413,12908,19416,938.702,1.85,1.92,12.71,1.981,0.045,18698,1,1
26.71,48.56,1297,410,12992,19404,938.854,1.8,1.87,12.4,1.933,0.044,24916,1,1
13.73,50.8,13,400,12661,19714,939.784,0.09,0.14,0.51,0.147,0.044,298,0,0
22.22,59.09,624,522,12882,19638,939.186,2.66,2.77,18.32,2.857,0.065,9447,1,1
25.45,48.4,1465,437,12957,19361,938.716,1.49,1.55,10.24,1.597,0.036,23252,1,1
26.88,48.06,1358,412,12979,19387,938.695,1.91,1.98,13.14,2.049,0.046,23180,1,1
-4.273,52.28,86,400,13244,20129,939.652,2.44,2.54,16.82,2.623,0.059,4385,1,1
4.433,40.71,94,415,12783,20657,937.558,1.98,2.06,13.64,2.126,0.048,822,0,0
26.74,48.59,1367,400,12978,19382,938.746,1.77,1.84,12.22,1.905,0.043,24015,1,1
20.73,27.79,13902,534,12751,19087,936.875,0.72,0.75,4.99,0.778,0.018,4399,0,0
14.8,51.71,14,400,12944,19882,939.776,0.24,0.25,1.63,0.255,0.006,757,0,0
20.821,47.16,1019,528,12842,19471,938.917,1.98,2.05,13.6,2.121,0.048,12862,1,1
19.736,46.84,1172,514,12840,19441,938.849,2.09,2.17,14.4,2.245,0.051,13530,1,1
-7.491,48.23,44,400,13247,20177,939.659,2.34,2.43,16.12,2.514,0.057,4826,1,1
29.08,40.88,80,400,12788,20665,937.511,1.96,2.03,13.46,2.098,0.047,1064,0,0
53.52,12.2,2432,400,13583,20050,936.674,0.88,0.92,6.08,0.948,0.021,5502,0,0
18.685,53.06,1130,509,12849,19444,938.907,2.21,2.3,15.21,2.373,0.054,13793,1,1
14.132,52.6,1120,400,12897,19445,938.773,1.5,1.56,10.33,1.61,0.036,16963,1,1
-5.988,46.13,97,409,12781,20626,937.421,1.76,1.83,12.15,1.894,0.043,1562,0,0
26.51,45.1,159,428,12777,20560,937.38,1.96,2.03,13.47,2.1,0.047,1858,0,0
25.65,53.39,958,511,12852,19490,938.905,2.11,2.2,14.54,2.268,0.051,12961,1,1
29.0,40.91,93,400,12790,20627,937.422,1.67,1.73,11.47,1.788,0.04,1551,0,0
29.03,37.82,6278,5065,12321,18398,931.117,4143.99,4524.68,27970.63,4709.768,313.25,244,1,1
24.37,53.4,1069,567,12829,19466,938.991,2.17,2.26,14.94,2.33,0.053,12420,1,1
26.98,47.65,1337,404,12956,19396,938.717,1.82,1.89,12.49,1.948,0.044,21444,1,1
-11.783,23.73,60000,21221,10930,15959,936.836,10977.55,18071.53,58804.85,19754.418,6736.984,5036,0,0
20.823,47.52,1097,528,12838,19456,938.931,1.8,1.87,12.38,1.93,0.044,13037,1,1
3.072,46.37,176,453,12764,20542,937.3,1.82,1.89,12.55,1.957,0.044,2459,0,0
24.47,53.82,1096,400,12901,19447,938.709,1.75,1.82,12.07,1.882,0.043,17759,1,1
-4.256,53.79,90,400,13245,20129,939.656,2.42,2.51,16.63,2.594,0.059,4383,1,1
11.74,55.23,21,400,12779,19773,939.835,0.24,0.25,1.67,0.261,0.006,498,0,0
-9.273,50.19,5,400,13275,20254,939.739,2.61,2.72,17.99,2.805,0.063,5531,1,1
24.73,52.6,1400,420,12944,19379,938.679,1.82,1.89,12.54,1.955,0.044,21102,1,1
20.99,50.8,363,400,13059,19900,939.26,0.49,0.51,3.38,0.527,0.012,8959,1,1
19.77,54.53,3,400,13267,20239,939.712,2.68,2.78,18.44,2.876,0.065,5506,1,1
-4.802,56.17,338,400,13085,19906,939.334,0.34,0.36,2.36,0.368,0.008,8527,1,1
-21.081,53.84,1421,409,12969,19391,938.738,1.71,1.78,11.8,1.84,0.042,22793,1,1
24.48,53.67,1197,416,12918,19429,938.692,1.55,1.61,10.63,1.658,0.037,18955,1,1
24.51,53.49,1151,406,12885,19444,938.753,1.84,1.91,12.63,1.97,0.044,16495,1,1
26.08,47.19,110,400,12777,20626,937.511,2.37,2.46,16.3,2.542,0.057,1096,0,0
24.64,53.09,1222,408,12902,19417,938.728,1.74,1.81,11.99,1.869,0.042,18527,1,1
27.12,47.33,1153,400,12915,19447,938.701,1.56,1.62,10.75,1.677,0.038,18088,1,1
-6.188,49.69,208,400,13149,20060,939.596,0.78,0.81,5.37,0.837,0.019,6740,1,1
27.09,47.18,1057,434,12874,19473,938.841,2.01,2.09,13.84,2.158,0.049,14968,1,1
24.66,52.2,1201,400,13017,19433,938.776,2.62,2.72,18.04,2.812,0.064,24221,1,1
-4.879,48.16,140,406,12785,20582,937.343,1.73,1.8,11.92,1.858,0.042,2179,0,0
11.999,47.36,1140,415,12877,19440,938.805,1.74,1.81,12.0,1.871,0.042,15743,1,1
-5.174,46.7,134,410,12774,20584,937.345,1.9,1.98,13.08,2.04,0.046,2043,0,0
11.997,47.65,1161,419,12881,19437,938.797,1.83,1.9,12.57,1.96,0.044,15798,1,1
20.025,47.75,1203,400,12921,19419,938.666,1.6,1.66,11.0,1.715,0.039,19461,1,1
-21.845,49.72,1251,400,12983,19411,938.724,1.87,1.94,12.85,2.004,0.045,22988,1,1
21.2,51.2,169,400,13170,20094,939.661,0.89,0.93,6.13,0.956,0.022,6367,1,1
-4.247,55.78,262,400,13126,19990,939.488,0.47,0.49,3.26,0.508,0.011,7472,1,1
20.212,47.37,1208,400,12916,19421,938.733,1.62,1.69,11.17,1.742,0.039,18567,1,1
13.812,49.29,1107,440,12865,19454,938.828,1.96,2.03,13.47,2.101,0.047,14827,1,1
12.909,47.29,1111,400,12893,19452,938.768,1.64,1.7,11.26,1.755,0.04,16529,1,1
2.054,52.27,175,400,13195,20036,939.673,1.85,1.92,12.7,1.98,0.045,3777,1,1
0.22,53.37,1346,419,12957,19404,938.684,2.15,2.23,14.79,2.306,0.052,21169,1,1
25.67,53.91,1189,400,12924,19429,938.723,1.95,2.02,13.39,2.088,0.047,19021,1,1
14.092,40.55,26,400,13398,21142,937.042,1.73,1.8,11.9,1.855,0.042,3895,0,0
23.93,54.13,1088,675,12787,19463,939.071,2.21,2.29,15.19,2.368,0.053,10990,1,1
24.4,53.23,1023,572,12823,19477,939.0,1.82,1.89,12.54,1.956,0.044,12298,1,1
-4.092,50.62,289,400,13118,19974,939.427,0.45,0.47,3.09,0.482,0.011,7827,1,1
0.738,51.06,892,666,12795,19510,939.118,2.17,2.25,14.93,2.328,0.053,10466,1,1
24.04,56.9,15,400,12681,19721,939.805,0.09,0.12,0.52,0.131,0.033,338,0,0
26.05,47.13,103,400,12782,20621,937.408,1.78,1.85,12.26,1.912,0.043,1511,0,0
15.21,43.5,211,420,12769,20523,937.43,1.46,1.52,10.05,1.567,0.035,3334,0,0
17.1,47.56,1128,400,12906,19449,938.699,1.56,1.63,10.77,1.68,0.038,17724,1,1
-7.48,48.32,45,400,13249,20176,939.666,2.25,2.33,15.46,2.411,0.054,4824,1,1
-8.959,50.45,0,400,13271,20249,939.628,2.34,2.43,16.11,2.513,0.057,5833,1,1
-4.355,50.15,308,400,13115,19950,939.412,0.21,0.22,1.46,0.228,0.005,8171,1,1
18.76,55.37,236,400,13138,20038,939.608,0.69,0.72,4.77,0.744,0.017,6944,1,1
20.118,53.38,1224,402,12909,19425,938.706,1.71,1.77,11.75,1.833,0.041,18530,1,1
24.75,50.4,1107,663,12798,19460,939.071,2.07,2.15,14.26,2.224,0.05,11266,1,1
13.48,50.15,0,400,12491,19456,939.729,0.38,1.6,0.0,1.855,1.18,20,0,0
15.882,46.89,1184,488,12852,19430,938.915,1.7,1.77,11.71,1.827,0.041,14371,1,1
26.83,48.34,1220,404,12915,19419,938.719,1.44,1.5,9.93,1.548,0.035,18733,1,1
26.69,48.7,1205,413,12889,19428,938.745,1.68,1.75,11.59,1.807,0.041,16630,1,1
27.06,47.56,1205,405,12927,19433,938.741,1.72,1.78,11.81,1.841,0.042,19949,1,1
-5.095,50.59,336,400,13089,19929,939.282,0.27,0.28,1.88,0.293,0.007,8790,1,1
20.439,54.01,1153,400,12937,19451,938.693,1.58,1.64,10.87,1.694,0.038,19321,1,1
12.265,41.61,0,400,13439,21278,937.37,2.07,2.15,14.23,2.219,0.05,3717,0,0
-14.35,53.82,1371,406,12977,19380,938.746,1.6,1.66,10.99,1.714,0.039,23990,1,1
5.426,54.04,302,400,13125,19913,939.675,1.32,1.37,9.1,1.419,0.032,3496,1,1
14.661,47.85,1111,400,12903,19450,938.796,1.94,2.01,13.35,2.081,0.047,17117,1,1
28.6,42.77,159,430,12779,20564,937.312,1.81,1.88,12.43,1.938,0.044,2618,0,0
46.28,16.54,17,400,13575,21139,936.826,0.84,0.87,5.8,0.904,0.02,4724,0,0
24.059,57.2,0,400,12691,19740,939.814,0.09,0.12,0.51,0.126,0.03,340,0,0
13.52,53.03,0,400,12700,19743,939.82,0.07,0.09,0.41,0.102,0.024,347,0,0
8.403,48.57,1050,630,12799,19466,939.061,2.33,2.43,16.07,2.505,0.057,11187,1,1
-14.533,49.98,1400,419,12953,19378,938.711,1.61,1.67,11.08,1.728,0.039,22114,1,1
24.204,48.08,39,400,13133,20015,939.621,0.82,0.85,5.63,0.878,0.02,1792,0,0
-9.464,52.77,1348,407,12957,19393,938.703,1.94,2.01,13.32,2.077,0.047,21762,1,1
24.38,54.01,1413,422,12962,19371,938.717,2.09,2.17,14.39,2.245,0.051,23095,1,1
24.8,52.32,1352,408,12964,19387,938.715,1.86,1.94,12.83,2.001,0.045,23379,1,1
27.92,62.39,625,400,13171,20522,937.09,1.03,1.07,7.08,1.104,0.025,3944,0,0
25.57,54.73,25,400,13115,20004,939.652,0.65,0.67,4.46,0.696,0.016,1577,0,0
21.35,49.48,207,400,13146,20050,939.609,0.75,0.77,5.13,0.8,0.018,6805,1,1
-6.827,49.54,198,400,13155,20068,939.615,0.78,0.81,5.34,0.833,0.019,6559,1,1
16.215,53.67,1151,402,12895,19438,938.753,1.67,1.73,11.47,1.789,0.04,17516,1,1
19.85,49.62,297,400,13108,19971,939.471,0.39,0.4,2.66,0.415,0.009,7569,1,1
26.27,49.57,996,614,12817,19477,939.07,2.46,2.56,16.94,2.642,0.06,11707,1,1
18.68,51.44,169,400,13147,19996,939.663,0.79,0.82,5.42,0.845,0.019,3116,0,0
10.043,48.82,1293,400,12993,19402,938.83,1.65,1.71,11.35,1.771,0.04,24793,1,1
25.79,47.99,151,408,12781,20567,937.332,1.93,2.01,13.32,2.077,0.047,2236,0,0
20.714,49.19,179,435,12762,20543,937.355,1.97,2.05,13.59,2.119,0.048,3020,0,0
25.047,56.93,0,400,12777,19795,939.818,0.27,0.32,1.8,0.339,0.042,458,0,0
19.24,54.54,195,400,13154,20064,939.644,0.87,0.9,5.97,0.931,0.021,6403,1,1
20.771,48.67,1157,400,12924,19436,938.709,1.71,1.77,11.74,1.831,0.041,19091,1,1
-5.423,51.37,225,400,13140,20042,939.576,0.54,0.56,3.71,0.578,0.013,6969,1,1
8.867,52.08,898,400,13030,19503,938.699,3.23,3.36,22.24,3.469,0.078,20628,1,1
20.379,44.13,33,463,12860,20746,937.575,2.36,2.45,16.21,2.528,0.057,6,0,0
14.62,55.14,22,400,13065,19944,939.71,0.39,0.41,2.71,0.422,0.01,1287,0,0
16.56,54.22,65,400,13124,19986,939.609,0.54,0.56,3.69,0.575,0.013,1944,0,0
24.72,52.59,1385,409,12958,19391,938.713,1.51,1.57,10.42,1.625,0.037,21821,1,1
19.72,54.33,27,400,13239,20200,939.701,2.48,2.58,17.08,2.663,0.06,5448,1,1
24.45,53.88,1247,407,12921,19415,938.703,2.01,2.09,13.83,2.156,0.049,19379,1,1
26.41,46.47,164,430,12772,20561,937.348,1.47,1.52,10.09,1.573,0.036,2759,0,0
24.59,53.08,1346,415,12948,19386,938.691,2.19,2.27,15.07,2.349,0.053,21046,1,1
18.03,52.98,85,400,13192,20091,939.667,1.05,1.09,7.21,1.124,0.025,2711,0,0
17.24,49.67,1,400,13098,19980,939.726,0.45,0.47,3.12,0.486,0.011,1314,0,0
27.11,47.24,1132,400,12896,19447,938.759,1.85,1.93,12.76,1.99,0.045,16770,1,1
-12.476,46.97,1136,400,13042,19446,938.746,2.16,2.24,14.87,2.319,0.052,24083,1,1
19.059,47.05,1118,506,12843,19453,938.901,2.08,2.16,14.32,2.234,0.05,13706,1,1
20.01,52.81,129,400,13225,20080,939.662,2.5,2.6,17.24,2.688,0.061,3955,1,1
9.266,46.67,864,400,13034,19508,938.726,2.46,2.55,16.9,2.635,0.06,20601,1,1
18.93,55.41,205,400,13149,20057,939.596,0.56,0.59,3.88,0.606,0.014,6530,1,1
26.08,48.92,935,663,12797,19498,939.097,2.02,2.1,13.89,2.166,0.049,10657,1,1
20.95,49.89,302,400,13114,19956,939.385,0.32,0.34,2.23,0.347,0.008,8006,1,1
-3.174,52.8,793,768,12754,19542,939.123,2.33,2.43,16.07,2.506,0.057,9951,1,1
12.511,47.97,1143,400,12893,19442,938.732,2.0,2.08,13.76,2.146,0.048,16335,1,1
26.91,45.24,22,417,12844,20764,937.58,2.1,2.18,14.47,2.256,0.051,194,0,0
24.34,54.25,1337,400,12969,19381,938.738,1.82,1.9,12.55,1.958,0.044,23578,1,1
28.93,41.1,89,400,12791,20643,937.436,1.97,2.04,13.54,2.111,0.048,1607,0,0
12.476,53.47,1128,404,12884,19449,938.758,1.49,1.55,10.25,1.598,0.036,16315,1,1
24.58,53.35,1389,410,12965,19376,938.695,1.68,1.75,11.57,1.804,0.041,23505,1,1
3.361,50.01,1061,682,12783,19478,939.059,2.2,2.29,15.15,2.363,0.053,10729,1,1
17.287,52.9,1120,493,12848,19448,938.924,1.9,1.97,13.08,2.04,0.046,14089,1,1
26.84,43.34,143,424,12776,20575,937.319,1.83,1.9,12.62,1.968,0.044,2275,0,0
-8.715,50.58,98,400,13212,20173,939.663,2.05,2.13,14.13,2.204,0.05,5951,1,1
18.82,55.91,210,400,13146,20057,939.606,0.57,0.59,3.9,0.608,0.014,6538,1,1
24.99,51.17,1166,488,12850,19440,938.926,1.87,1.94,12.87,2.008,0.045,14318,1,1
25.47,54.25,1276,400,12999,19410,938.805,1.9,1.97,13.08,2.039,0.046,24421,1,1
20.16,45.14,185,400,13140,19993,939.654,0.77,0.8,5.27,0.822,0.019,3094,0,0
-1.707,53.53,1291,400,12995,19405,938.781,1.53,1.59,10.55,1.645,0.037,24482,1,1
-21.736,48.15,1343,400,12970,19395,938.707,1.99,2.06,13.66,2.131,0.048,23299,1,1
18.84,47.55,1180,400,12909,19436,938.698,2.23,2.32,15.37,2.398,0.054,18143,1,1
26.63,48.91,1176,479,12855,19445,938.908,2.36,2.45,16.26,2.536,0.057,14468,1,1
25.0,51.29,1096,454,12866,19450,938.839,1.64,1.7,11.27,1.757,0.04,14858,1,1
4.287,52.52,1314,420,12950,19393,938.697,2.07,2.15,14.26,2.223,0.05,20922,1,1
14.324,49.81,331,400,12876,20822,937.009,1.66,1.72,11.39,1.777,0.04,3911,0,0
26.05,47.17,119,402,12790,20601,937.342,1.94,2.02,13.37,2.085,0.047,2166,0,0
28.9,41.27,117,400,12795,20598,937.335,1.63,1.7,11.23,1.752,0.04,2212,0,0
19.05,55.37,191,400,13158,20076,939.63,0.77,0.8,5.29,0.824,0.019,6411,1,1
13.832,48.99,1140,400,12893,19448,938.745,1.71,1.78,11.78,1.837,0.041,16869,1,1
20.791,47.71,1214,401,12919,19426,938.694,1.78,1.85,12.23,1.906,0.043,18981,1,1
24.82,52.41,1191,400,12927,19432,938.752,1.72,1.78,11.81,1.842,0.042,19960,1,1
38.69,37.62,9014,400,12888,19387,936.858,0.42,0.44,2.92,0.455,0.01,4202,0,0
20.5,52.87,242,400,13140,20024,939.508,0.36,0.37,2.47,0.385,0.009,7260,1,1
26.4,50.64,1105,400,12916,19451,938.696,1.56,1.62,10.76,1.678,0.038,17945,1,1
-5.802,53.68,1323,406,12956,19394,938.721,1.62,1.68,11.14,1.736,0.039,21532,1,1
26.71,48.41,1310,400,12955,19401,938.694,2.13,2.22,14.69,2.291,0.052,21133,1,1
12.031,47.62,1126,400,12887,19449,938.764,1.68,1.74,11.54,1.8,0.041,15919,1,1
-4.769,53.9,223,400,13144,20030,939.523,0.47,0.49,3.23,0.503,0.011,7200,1,1
19.71,54.76,0,400,13277,20249,939.715,2.72,2.82,18.69,2.914,0.066,5508,1,1
12.647,47.29,1126,406,12887,19449,938.75,2.19,2.28,15.08,2.352,0.053,16407,1,1
20.71,50.85,302,400,13111,19964,939.419,0.42,0.44,2.92,0.456,0.01,7883,1,1
21.14,50.21,208,400,13146,20053,939.622,0.51,0.53,3.51,0.548,0.012,6795,1,1
25.45,53.85,1055,400,13026,19461,938.741,1.94,2.01,13.34,2.08,0.047,24181,1,1
19.19,53.67,45,400,13210,20128,939.632,0.92,0.95,6.31,0.984,0.022,2594,0,0
14.835,50.59,1166,404,12900,19438,938.781,1.26,1.31,8.68,1.353,0.031,17165,1,1
24.37,53.39,1235,400,13017,19418,938.777,2.69,2.8,18.54,2.891,0.065,24234,1,1
13.36,55.72,0,400,12771,19795,939.821,0.27,0.32,1.77,0.334,0.042,459,0,0
24.44,53.93,1197,400,12924,19431,938.701,1.49,1.55,10.25,1.598,0.036,19260,1,1
27.78,46.93,137,406,12788,20586,937.389,1.4,1.46,9.64,1.504,0.034,2785,0,0
-4.298,49.92,303,400,13114,19965,939.363,0.37,0.39,2.57,0.401,0.009,8119,1,1
-4.265,52.2,278,400,13112,19977,939.514,0.48,0.5,3.31,0.517,0.012,7459,1,1
-4.128,47.83,145,406,12781,20579,937.426,2.22,2.31,15.31,2.387,0.054,1818,0,0
14.32,51.06,1097,440,12870,19461,938.872,1.51,1.57,10.38,1.618,0.037,14704,1,1
16.54,15.75,647,400,13710,20551,936.631,0.49,0.51,3.35,0.522,0.012,5730,0,0
47.02,15.92,136,400,13534,21031,936.822,1.42,1.48,9.8,1.529,0.035,4706,0,0
